date,confidence_level,pattern,days_consumption,weeks_coverage,lme_trend_60d,global_trend_60d,diagnostic_notes
2003-03-24,HIGH,ALIGNED,10.957019230769232,2.37348,-4.947480590653064,,Signals aligned - high confidence
2003-03-25,HIGH,ALIGNED,10.88787980769231,2.363224,-5.5645185839091615,,Signals aligned - high confidence
2003-03-26,HIGH,ALIGNED,10.886475961538464,2.361614,-5.576694773370672,,Signals aligned - high confidence
2003-03-27,HIGH,ALIGNED,10.886475961538464,2.361104,-5.547943119880639,-3.2624638837856823,Signals aligned - high confidence
2003-03-28,HIGH,ALIGNED,10.86085576923077,2.342412,-5.8819951338199505,-7.084751410143508,Signals aligned - high confidence
2003-03-31,HIGH,ALIGNED,10.852432692307694,2.339056,-6.023583758813523,-7.268633047890893,Signals aligned - high confidence
2003-04-01,HIGH,ALIGNED,10.823302884615387,2.332954,-5.892584681110769,-7.264220694041423,Signals aligned - high confidence
2003-04-02,HIGH,ALIGNED,10.798384615384617,2.328356,-6.103515625,-7.432127272495959,Signals aligned - high confidence
2003-04-03,HIGH,ALIGNED,10.789259615384617,2.325844,-6.24294732989722,-7.552358049963237,Signals aligned - high confidence
2003-04-04,HIGH,ALIGNED,10.781889423076924,2.30969,-6.523657386277193,-8.261614208568801,Signals aligned - high confidence
2003-04-07,HIGH,ALIGNED,10.76925480769231,2.307724,-6.681467064047197,-8.364524093720792,Signals aligned - high confidence
2003-04-08,HIGH,ALIGNED,10.76925480769231,2.307122,-6.533658239415175,-8.27872886685892,Signals aligned - high confidence
2003-04-09,HIGH,ALIGNED,10.746793269230771,2.303792,-7.436292736011607,-8.93310880788053,Signals aligned - high confidence
2003-04-10,HIGH,ALIGNED,10.682918269230772,2.293322,-7.816474863718959,-9.237839459413678,Signals aligned - high confidence
2003-04-11,HIGH,ALIGNED,10.680812500000002,2.287336,-7.923877526322154,-9.683563796602678,Signals aligned - high confidence
2003-04-14,HIGH,ALIGNED,10.670985576923078,2.284404,-7.462641141918014,-9.45073587994435,Signals aligned - high confidence
2003-04-15,HIGH,ALIGNED,10.595177884615387,2.270788,-8.228964007782103,-9.997938994229184,Signals aligned - high confidence
2003-04-16,HIGH,ALIGNED,10.59377403846154,2.269712,-8.29687689877263,-10.060334586308262,Signals aligned - high confidence
2003-04-17,HIGH,ALIGNED,10.569908653846156,2.265318,-8.595101520531735,-10.313987628630883,Signals aligned - high confidence
2003-04-18,HIGH,ALIGNED,10.569908653846156,2.272754,-8.000366568914952,-9.275208893189435,Signals aligned - high confidence
2003-04-21,HIGH,ALIGNED,10.569908653846156,2.271186,-7.020468648698708,-8.663801735848875,Signals aligned - high confidence
2003-04-22,HIGH,ALIGNED,10.492697115384617,2.259052,-7.413830479080863,-9.013314602080358,Signals aligned - high confidence
2003-04-23,HIGH,ALIGNED,10.471639423076924,2.255178,-6.8525224775224824,-8.67373137374644,Signals aligned - high confidence
2003-04-24,HIGH,ALIGNED,10.396884615384618,2.242576,-7.006529382219995,-8.936322963186749,Signals aligned - high confidence
2003-04-25,HIGH,ALIGNED,10.39056730769231,2.229378,-6.981274349629252,-9.253513845753059,Signals aligned - high confidence
2003-04-28,HIGH,ALIGNED,10.330201923076926,2.219356,-7.1658361193464915,-9.338921637111564,Signals aligned - high confidence
2003-04-29,HIGH,ALIGNED,10.323182692307695,2.216854,-7.433282980866062,-9.483281681917099,Signals aligned - high confidence
2003-04-30,HIGH,ALIGNED,10.316163461538464,2.215504,-10.170527473870795,-11.148755683782385,Signals aligned - high confidence
2003-05-01,HIGH,ALIGNED,10.305283653846155,2.211994,-10.440431891661072,-11.307022081082918,Signals aligned - high confidence
2003-05-02,HIGH,ALIGNED,10.358278846153848,2.215898,-9.416242096863304,-10.680968043597439,Signals aligned - high confidence
2003-05-05,HIGH,ALIGNED,10.358278846153848,2.213788,-10.045717768972873,-11.079138308879767,Signals aligned - high confidence
2003-05-06,HIGH,ALIGNED,10.676250000000001,2.25804,-7.295666483817886,-9.19458876896102,Signals aligned - high confidence
2003-05-07,HIGH,ALIGNED,10.65308653846154,2.253002,-7.2933846435770615,-9.230518823873524,Signals aligned - high confidence
2003-05-08,HIGH,ALIGNED,10.65308653846154,2.251524,-7.2395562754026255,-9.13976064645473,Signals aligned - high confidence
2003-05-09,HIGH,ALIGNED,10.624307692307694,2.24623,-7.60308885022739,-9.408237440653544,Signals aligned - high confidence
2003-05-12,HIGH,ALIGNED,10.593072115384617,2.241068,-5.099827071215213,-7.835966981520048,Signals aligned - high confidence
2003-05-13,HIGH,ALIGNED,10.580437500000002,2.238812,-5.147405845892461,-7.887075459122128,Signals aligned - high confidence
2003-05-14,HIGH,ALIGNED,10.512350961538463,2.226814,-5.757795047666992,-8.166786674287774,Signals aligned - high confidence
2003-05-15,HIGH,ALIGNED,10.467427884615386,2.219766,-6.307919454653977,-8.476693730734786,Signals aligned - high confidence
2003-05-16,HIGH,ALIGNED,10.430927884615386,2.223212,-6.634624446329285,-8.911781913891126,Signals aligned - high confidence
2003-05-19,HIGH,ALIGNED,10.327745192307694,2.206332,-7.129331565991293,-9.252544330412526,Signals aligned - high confidence
2003-05-20,HIGH,ALIGNED,10.181745192307694,2.184806,-8.436434793586667,-10.058308797860638,Signals aligned - high confidence
2003-05-21,HIGH,ALIGNED,9.990822115384617,2.156776,-10.06823782144437,-11.102281326819806,Signals aligned - high confidence
2003-05-22,HIGH,ALIGNED,9.858509615384618,2.13547,-11.056931163320883,-11.739202314527796,Signals aligned - high confidence
2003-05-23,HIGH,ALIGNED,9.760591346153848,2.117756,-11.677464430894313,-12.453607054125449,Signals aligned - high confidence
2003-05-26,HIGH,ALIGNED,9.760591346153848,2.117756,-12.207210051139594,-12.721466975817187,Signals aligned - high confidence
2003-05-27,HIGH,ALIGNED,9.688644230769233,2.105464,-12.851595795056348,-13.190846518132727,Signals aligned - high confidence
2003-05-28,HIGH,ALIGNED,9.526850961538463,2.080838,-14.342063742505518,-14.194158150705094,Signals aligned - high confidence
2003-05-29,HIGH,ALIGNED,9.461221153846155,2.071746,-17.680469036277024,-16.362501584543576,Signals aligned - high confidence
2003-05-30,HIGH,ALIGNED,9.461221153846155,2.063454,-17.268681908853768,-16.170939532041817,Signals aligned - high confidence
2003-06-02,HIGH,ALIGNED,9.433846153846156,2.055566,-17.305029995385325,-16.323327191949055,Signals aligned - high confidence
2003-06-03,HIGH,ALIGNED,9.29346153846154,2.033876,-18.485454825303982,-17.139078761785175,Signals aligned - high confidence
2003-06-04,HIGH,ALIGNED,9.248889423076925,2.025868,-17.911098651216395,-16.797830195730867,Signals aligned - high confidence
2003-06-05,HIGH,ALIGNED,9.19308653846154,2.016438,-17.43680262245477,-16.480431424038965,Signals aligned - high confidence
2003-06-06,HIGH,ALIGNED,9.162201923076925,2.003908,-17.696018159462778,-16.730672858687456,Signals aligned - high confidence
2003-06-09,HIGH,ALIGNED,9.143951923076925,2.000028,-17.727674624226353,-16.771131305850993,Signals aligned - high confidence
2003-06-10,HIGH,ALIGNED,9.14044230769231,1.998354,-17.71767976747125,-16.77887174139555,Signals aligned - high confidence
2003-06-11,HIGH,ALIGNED,9.14044230769231,1.996598,-18.497887654514155,-17.339373424701996,Signals aligned - high confidence
2003-06-12,HIGH,ALIGNED,9.138336538461541,1.994474,-18.376175548589345,-17.303850635000273,Signals aligned - high confidence
2003-06-13,HIGH,ALIGNED,9.118331730769233,1.992312,-18.288463957730528,-17.102917753341572,Signals aligned - high confidence
2003-06-16,HIGH,ALIGNED,9.107802884615387,1.988134,-16.87700192184497,-16.235485447528518,Signals aligned - high confidence
2003-06-17,HIGH,ALIGNED,9.094115384615387,1.984978,-16.474873480965734,-16.00550773011784,Signals aligned - high confidence
2003-06-18,HIGH,ALIGNED,8.957591346153848,1.963862,-17.718172732841165,-16.84237983006537,Signals aligned - high confidence
2003-06-19,HIGH,ALIGNED,8.785971153846155,1.93911,-19.29462587446403,-17.872740887313732,Signals aligned - high confidence
2003-06-20,HIGH,ALIGNED,8.785971153846155,1.949856,-19.104246106120335,-16.758623162791174,Signals aligned - high confidence
2003-06-23,HIGH,ALIGNED,8.778951923076924,1.946962,-19.10613802470733,-16.762916321798194,Signals aligned - high confidence
2003-06-24,HIGH,ALIGNED,8.787725961538463,1.947646,-18.807354324070168,-16.51588501102036,Signals aligned - high confidence
2003-06-25,HIGH,ALIGNED,8.775793269230771,1.94536,-18.7304992199688,-16.449202785141104,Signals aligned - high confidence
2003-06-26,HIGH,ALIGNED,8.789831730769233,1.947216,-18.53165051070197,-16.279165756602765,Signals aligned - high confidence
2003-06-27,HIGH,ALIGNED,8.791235576923079,1.95254,-18.46294065948374,-15.46311409756288,Signals aligned - high confidence
2003-06-30,HIGH,ALIGNED,8.76175480769231,1.948108,-18.641029819129873,-15.583145991461722,Signals aligned - high confidence
2003-07-01,HIGH,ALIGNED,8.717182692307693,1.940496,-19.054912823855307,-15.89105387578117,Signals aligned - high confidence
2003-07-02,HIGH,ALIGNED,8.717182692307693,1.939464,-18.88573201397734,-15.814274899817349,Signals aligned - high confidence
2003-07-03,HIGH,ALIGNED,8.704548076923079,1.936672,-18.51900522356188,-15.551675691420563,Signals aligned - high confidence
2003-07-04,HIGH,ALIGNED,8.704548076923079,1.930656,-18.502940886537644,-15.59368627958464,Signals aligned - high confidence
2003-07-07,HIGH,ALIGNED,8.672259615384617,1.925152,-18.730471961848384,-15.726290095797413,Signals aligned - high confidence
2003-07-08,HIGH,ALIGNED,8.670855769230771,1.924052,-18.162244526151905,-15.269413084797002,Signals aligned - high confidence
2003-07-09,HIGH,ALIGNED,8.656466346153847,1.92098,-18.287228756004637,-15.364592512177754,Signals aligned - high confidence
2003-07-10,HIGH,ALIGNED,8.622072115384617,1.91476,-18.428130291861745,-15.475001743684548,Signals aligned - high confidence
2003-07-11,HIGH,ALIGNED,8.622072115384617,1.91827,-18.428130291861745,-15.597112577956086,Signals aligned - high confidence
2003-07-14,HIGH,ALIGNED,8.578201923076925,1.91085,-18.843178271408178,-15.865543376896474,Signals aligned - high confidence
2003-07-15,HIGH,ALIGNED,8.578201923076925,1.909246,-18.245977857310102,-15.48463691849501,Signals aligned - high confidence
2003-07-16,HIGH,ALIGNED,8.576798076923078,1.908082,-18.09498273955157,-15.391068908973038,Signals aligned - high confidence
2003-07-17,HIGH,ALIGNED,8.413951923076924,1.883902,-19.072373751012694,-15.993839227745232,Signals aligned - high confidence
2003-07-18,HIGH,ALIGNED,8.412548076923079,1.910148,-19.03668175369857,-14.31924061330111,Signals aligned - high confidence
2003-07-21,HIGH,ALIGNED,8.354990384615386,1.900688,-19.120744716993954,-14.358579696092022,Signals aligned - high confidence
2003-07-22,HIGH,ALIGNED,8.340951923076924,1.897244,-19.201740667709256,-14.417277818025,Signals aligned - high confidence
2003-07-23,HIGH,ALIGNED,8.331125000000002,1.894852,-19.242022181397566,-14.473095060988383,Signals aligned - high confidence
2003-07-24,HIGH,ALIGNED,8.100543269230771,1.861016,-21.394271702482715,-15.867041230672418,Signals aligned - high confidence
2003-07-25,HIGH,ALIGNED,8.072115384615387,1.848086,-22.07088161550451,-16.59877846362965,Signals aligned - high confidence
2003-07-28,HIGH,ALIGNED,8.07071153846154,1.847892,-22.084434505658336,-16.52805056310722,Signals aligned - high confidence
2003-07-29,HIGH,ALIGNED,8.07071153846154,1.847982,-24.40499671268902,-18.159908593293295,Signals aligned - high confidence
2003-07-30,HIGH,ALIGNED,8.069307692307694,1.847782,-24.253805099822102,-17.98578074941789,Signals aligned - high confidence
2003-07-31,HIGH,ALIGNED,8.069307692307694,1.847782,-24.253805099822102,-17.93194298617292,Signals aligned - high confidence
2003-08-01,HIGH,ALIGNED,8.069307692307694,1.846704,-24.04862579281184,-17.78651340245656,Signals aligned - high confidence
2003-08-04,HIGH,ALIGNED,8.058427884615385,1.844856,-23.927376337673522,-17.67960633055311,Signals aligned - high confidence
2003-08-05,HIGH,ALIGNED,8.058427884615385,1.844142,-23.836534315188906,-17.628545853783162,Signals aligned - high confidence
2003-08-06,HIGH,ALIGNED,8.05456730769231,1.843324,-23.37996194037325,-17.22146528627896,Signals aligned - high confidence
2003-08-07,HIGH,ALIGNED,8.163014423076925,1.858402,-22.015088013411564,-16.27937359163083,Signals aligned - high confidence
2003-08-08,HIGH,ALIGNED,8.157048076923079,1.865956,-21.799401096867534,-16.06936270585081,Signals aligned - high confidence
2003-08-11,HIGH,ALIGNED,8.345865384615387,1.892272,-19.1898596526999,-14.234485109222007,Signals aligned - high confidence
2003-08-12,HIGH,ALIGNED,8.416057692307694,1.900606,-17.341697976629554,-13.008019934035332,Signals aligned - high confidence
2003-08-13,HIGH,ALIGNED,8.425182692307693,1.9011,-15.670776688797549,-11.854545859189825,Signals aligned - high confidence
2003-08-14,HIGH,ALIGNED,8.484144230769232,1.908234,-13.940904236383055,-10.641029843547322,Signals aligned - high confidence
2003-08-15,HIGH,ALIGNED,8.584168269230771,1.942734,-12.052784869296318,-8.264502615032143,Signals aligned - high confidence
2003-08-18,HIGH,ALIGNED,8.57504326923077,1.941434,-12.146273057423318,-8.325888345966204,Signals aligned - high confidence
2003-08-19,HIGH,ALIGNED,8.596100961538463,1.940922,-11.276534086792722,-7.8149994490525625,Signals aligned - high confidence
2003-08-20,HIGH,ALIGNED,8.594697115384617,1.939674,-9.784490698102777,-6.783997600966529,Signals aligned - high confidence
2003-08-21,HIGH,ALIGNED,8.566620192307694,1.934578,-9.455449217300982,-6.620888854135599,Signals aligned - high confidence
2003-08-22,HIGH,ALIGNED,8.510817307692308,1.924078,-10.045255582758362,-6.754499979161155,Signals aligned - high confidence
2003-08-25,HIGH,ALIGNED,8.510817307692308,1.924444,-9.784226190476186,-6.378875696523489,Signals aligned - high confidence
2003-08-26,HIGH,ALIGNED,8.496076923076924,1.921648,-8.580060422960722,-5.517937180044408,Signals aligned - high confidence
2003-08-27,HIGH,ALIGNED,8.498884615384616,1.921854,-8.10913368496945,-5.134293053644168,Signals aligned - high confidence
2003-08-28,HIGH,ALIGNED,8.400615384615387,1.907794,-8.62029472398259,-5.387916712539642,Signals aligned - high confidence
2003-08-29,HIGH,ALIGNED,8.34446153846154,1.889046,-8.925151306213131,-5.731899867658596,Signals aligned - high confidence
2003-09-01,HIGH,ALIGNED,8.34446153846154,1.889046,-8.74337913564136,-5.549022313687613,Signals aligned - high confidence
2003-09-02,HIGH,ALIGNED,8.228644230769232,1.872322,-9.97542620181232,-6.306790488572089,Signals aligned - high confidence
2003-09-03,HIGH,ALIGNED,8.224432692307694,1.87141,-10.021502073414224,-6.270065381213441,Signals aligned - high confidence
2003-09-04,HIGH,ALIGNED,8.231451923076925,1.871836,-9.92395729318688,-6.1488893813607,Signals aligned - high confidence
2003-09-05,HIGH,ALIGNED,8.193548076923078,1.853272,-10.142026865786535,-6.978826609486866,Signals aligned - high confidence
2003-09-08,HIGH,ALIGNED,8.07071153846154,1.834632,-11.386844437593924,-7.720908148042338,Signals aligned - high confidence
2003-09-09,HIGH,ALIGNED,8.062639423076925,1.833742,-11.342235257795618,-7.619026508102356,Signals aligned - high confidence
2003-09-10,HIGH,ALIGNED,8.02754326923077,1.82835,-10.382791991537044,-6.900281180653223,Signals aligned - high confidence
2003-09-11,HIGH,ALIGNED,8.034562500000002,1.828592,-8.552368778461295,-5.699418805534496,Signals aligned - high confidence
2003-09-12,HIGH,ALIGNED,7.996307692307694,1.826258,-8.987776623791643,-6.338827072358166,Signals aligned - high confidence
2003-09-15,HIGH,ALIGNED,7.987884615384617,1.824652,-9.010953865835136,-6.282094873962619,Signals aligned - high confidence
2003-09-16,HIGH,ALIGNED,7.987884615384617,1.823932,-9.101801190143377,-6.351975667036003,Signals aligned - high confidence
2003-09-17,HIGH,ALIGNED,7.987884615384617,1.822378,-8.978204359128172,-6.321811901139118,Signals aligned - high confidence
2003-09-18,HIGH,ALIGNED,7.977355769230771,1.820744,-9.243361948492712,-6.4950164748030055,Signals aligned - high confidence
2003-09-19,HIGH,ALIGNED,7.958754807692309,1.83389,-9.469439897800314,-6.076700093211917,Signals aligned - high confidence
2003-09-22,HIGH,ALIGNED,7.9376971153846165,1.83062,-9.405167234127775,-6.030877138228474,Signals aligned - high confidence
2003-09-23,HIGH,ALIGNED,7.803278846153847,1.81132,-10.48393590466221,-6.656854742292695,Signals aligned - high confidence
2003-09-24,HIGH,ALIGNED,7.746423076923079,1.802626,-11.136162331910782,-7.055454496706304,Signals aligned - high confidence
2003-09-25,HIGH,ALIGNED,7.743615384615386,1.802226,-11.039432303846464,-6.942115133589999,Signals aligned - high confidence
2003-09-26,HIGH,ALIGNED,7.593052884615386,1.760888,-12.769131521651477,-8.793280625859811,Signals aligned - high confidence
2003-09-29,HIGH,ALIGNED,7.51864903846154,1.750262,-13.302306758397409,-9.084477485414144,Signals aligned - high confidence
2003-09-30,HIGH,ALIGNED,7.51864903846154,1.751302,-13.288270055856877,-8.978447567945146,Signals aligned - high confidence
2003-10-01,HIGH,ALIGNED,7.497942307692309,1.748352,-13.383336711939997,-8.986454830347013,Signals aligned - high confidence
2003-10-02,HIGH,ALIGNED,7.410552884615386,1.73554,-14.051369723612972,-9.35991978106917,Signals aligned - high confidence
2003-10-03,HIGH,ALIGNED,7.415115384615386,1.735942,-13.9984532095901,-9.504814233658454,Signals aligned - high confidence
2003-10-06,HIGH,ALIGNED,7.424591346153847,1.737016,-13.448162998117997,-9.097208048774108,Signals aligned - high confidence
2003-10-07,HIGH,ALIGNED,7.407745192307694,1.734098,-13.6445462728091,-9.173673795833537,Signals aligned - high confidence
2003-10-08,HIGH,ALIGNED,7.349134615384616,1.725404,-14.313773631230053,-9.5739072010532,Signals aligned - high confidence
2003-10-09,HIGH,ALIGNED,7.347379807692309,1.724404,-12.67623258530074,-8.466363961607348,Signals aligned - high confidence
2003-10-10,HIGH,ALIGNED,7.312634615384617,1.715186,-13.074676679182307,-10.206643673683924,Signals aligned - high confidence
2003-10-13,HIGH,ALIGNED,7.317197115384617,1.715084,-12.42123834327481,-9.765095586440275,Signals aligned - high confidence
2003-10-14,HIGH,ALIGNED,7.2877163461538474,1.710884,-12.627282672725748,-9.822669092641744,Signals aligned - high confidence
2003-10-15,HIGH,ALIGNED,7.2877163461538474,1.710884,-12.524222765186622,-9.708832140979872,Signals aligned - high confidence
2003-10-16,HIGH,ALIGNED,7.207346153846155,1.699198,-11.026385338590183,-8.695142868196726,Signals aligned - high confidence
2003-10-17,HIGH,ALIGNED,7.186288461538463,1.713748,-10.973913043478255,-7.269034016815235,Signals aligned - high confidence
2003-10-20,HIGH,ALIGNED,7.165230769230771,1.709672,-11.21934249434684,-7.479874364952066,Signals aligned - high confidence
2003-10-21,HIGH,ALIGNED,7.165230769230771,1.70923,-11.21934249434684,-7.508298241000178,Signals aligned - high confidence
2003-10-22,HIGH,ALIGNED,7.164528846153847,1.70861,-11.212595685455806,-7.531840877332929,Signals aligned - high confidence
2003-10-23,HIGH,ALIGNED,7.124519230769232,1.70206,-11.708420320111346,-7.886319923021223,Signals aligned - high confidence
2003-10-24,HIGH,ALIGNED,7.075384615384617,1.717882,-12.317327766179542,-6.975779551027128,Signals aligned - high confidence
2003-10-27,HIGH,ALIGNED,7.075384615384617,1.71752,-12.198946038935588,-6.902218926572045,Signals aligned - high confidence
2003-10-28,HIGH,ALIGNED,7.024495192307693,1.709958,-12.830451635381735,-7.276229270847912,Signals aligned - high confidence
2003-10-29,HIGH,ALIGNED,6.971149038461539,1.701938,-13.450980392156865,-7.670165418559083,Signals aligned - high confidence
2003-10-30,HIGH,ALIGNED,6.911485576923078,1.693038,-15.331699557160672,-8.898182416936706,Signals aligned - high confidence
2003-10-31,HIGH,ALIGNED,6.782682692307693,1.688104,-16.848808192066087,-9.531414459933673,Signals aligned - high confidence
2003-11-03,HIGH,ALIGNED,6.736706730769232,1.681554,-19.280908326324642,-11.135714104526196,Signals aligned - high confidence
2003-11-04,HIGH,ALIGNED,6.728283653846155,1.680354,-20.054211843202673,-11.588514400143957,Signals aligned - high confidence
2003-11-05,HIGH,ALIGNED,6.717754807692309,1.678854,-20.265766891610426,-11.69038977434117,Signals aligned - high confidence
2003-11-06,HIGH,ALIGNED,6.6328221153846165,1.666754,-21.820964672788946,-12.654632503141649,Signals aligned - high confidence
2003-11-07,HIGH,ALIGNED,6.6317692307692315,1.67447,-22.74418414489554,-13.808581102714012,Signals aligned - high confidence
2003-11-10,HIGH,ALIGNED,6.558418269230771,1.66402,-23.517374043302087,-14.289128551369757,Signals aligned - high confidence
2003-11-11,HIGH,ALIGNED,6.525778846153847,1.658976,-24.084432286775815,-14.526395187441842,Signals aligned - high confidence
2003-11-12,HIGH,ALIGNED,6.486822115384617,1.653116,-24.52529707215485,-14.773513487317969,Signals aligned - high confidence
2003-11-13,HIGH,ALIGNED,6.486822115384617,1.652722,-24.27793027162113,-14.569378954996903,Signals aligned - high confidence
2003-11-14,HIGH,ALIGNED,6.451725961538463,1.649866,-24.19381443298969,-14.251605184405204,Signals aligned - high confidence
2003-11-17,HIGH,ALIGNED,6.466466346153847,1.651252,-24.020618556701034,-14.195892423993628,Signals aligned - high confidence
2003-11-18,HIGH,ALIGNED,6.389254807692309,1.638934,-24.797587574355585,-14.712059648801446,Signals aligned - high confidence
2003-11-19,HIGH,ALIGNED,6.351350961538462,1.632786,-25.26841757515692,-15.041100936907803,Signals aligned - high confidence
2003-11-20,HIGH,ALIGNED,6.351000000000001,1.632044,-24.398395721925137,-14.453866612432996,Signals aligned - high confidence
2003-11-21,HIGH,ALIGNED,6.2569423076923085,1.61428,-25.016823687752353,-14.545225473598844,Signals aligned - high confidence
2003-11-24,HIGH,ALIGNED,6.208158653846155,1.606344,-25.601446837146703,-14.96533170711566,Signals aligned - high confidence
2003-11-25,HIGH,ALIGNED,6.133754807692309,1.594354,-25.458500383860784,-14.846164281571228,Signals aligned - high confidence
2003-11-26,HIGH,ALIGNED,6.056894230769232,1.581988,-26.35486899376973,-15.465451183866708,Signals aligned - high confidence
2003-11-27,HIGH,ALIGNED,5.9919663461538475,1.572738,-27.206446661550267,-15.978857122098301,Signals aligned - high confidence
2003-11-28,HIGH,ALIGNED,5.649427884615386,1.515972,-31.05028698706417,-18.200242597956485,Signals aligned - high confidence
2003-12-01,HIGH,ALIGNED,5.619947115384616,1.510522,-30.36615063489303,-17.666213169725587,Signals aligned - high confidence
2003-12-02,HIGH,ALIGNED,5.619947115384616,1.51083,-30.296434945370653,-17.609456510239717,Signals aligned - high confidence
2003-12-03,HIGH,ALIGNED,5.547298076923078,1.499012,-30.896690421020413,-18.01285311893237,Signals aligned - high confidence
2003-12-04,HIGH,ALIGNED,5.421302884615385,1.48043,-32.525226051631506,-19.039895176179268,Signals aligned - high confidence
2003-12-05,HIGH,ALIGNED,5.415336538461539,1.478286,-32.27703651685393,-19.0538248155518,Signals aligned - high confidence
2003-12-08,HIGH,ALIGNED,5.551509615384616,1.49751,-30.500878734622138,-17.929007832726462,Signals aligned - high confidence
2003-12-09,HIGH,ALIGNED,5.524485576923078,1.492842,-30.839191564147626,-18.152540774546424,Signals aligned - high confidence
2003-12-10,HIGH,ALIGNED,5.5837980769230775,1.500328,-30.09666080843585,-17.671964872271285,Signals aligned - high confidence
2003-12-11,HIGH,ALIGNED,5.488687500000001,1.486474,-31.19665640123185,-18.3589785274591,Signals aligned - high confidence
2003-12-12,HIGH,ALIGNED,5.376379807692309,1.468982,-32.44697270362041,-19.898030961508052,Signals aligned - high confidence
2003-12-15,HIGH,ALIGNED,5.370764423076924,1.466804,-32.33850643321395,-19.873922496203466,Signals aligned - high confidence
2003-12-16,HIGH,ALIGNED,5.331105769230771,1.459836,-31.681208959251595,-19.404853918689135,Signals aligned - high confidence
2003-12-17,HIGH,ALIGNED,5.291447115384616,1.453226,-31.691736136281257,-19.382833710375856,Signals aligned - high confidence
2003-12-18,HIGH,ALIGNED,5.280216346153847,1.449984,-31.81200145032632,-19.54482956077651,Signals aligned - high confidence
2003-12-19,HIGH,ALIGNED,5.2816201923076935,1.456306,-30.441414374855558,-17.297068297359065,Signals aligned - high confidence
2003-12-22,HIGH,ALIGNED,5.199495192307693,1.44397,-30.84535312514587,-17.49978003293221,Signals aligned - high confidence
2003-12-23,HIGH,ALIGNED,5.138076923076924,1.434254,-31.6622321803669,-18.103559523143353,Signals aligned - high confidence
2003-12-24,HIGH,ALIGNED,4.963649038461539,1.408508,-33.79985021531549,-19.4379621494985,Signals aligned - high confidence
2003-12-25,HIGH,ALIGNED,4.963649038461539,1.408508,-33.01918067724367,-18.843241872846495,Signals aligned - high confidence
2003-12-26,HIGH,ALIGNED,4.963649038461539,1.408754,-33.06039379023097,-18.847864732807896,Signals aligned - high confidence
2003-12-29,HIGH,ALIGNED,4.966456730769232,1.409154,-33.10801229023872,-18.875013241098525,Signals aligned - high confidence
2003-12-30,HIGH,ALIGNED,4.963649038461539,1.408172,-32.99379352821339,-18.79513153235861,Signals aligned - high confidence
2003-12-31,HIGH,ALIGNED,4.963649038461539,1.407546,-32.45940783190066,-18.42223618352571,Signals aligned - high confidence
2004-01-01,HIGH,ALIGNED,4.963649038461539,1.407546,-32.44327680917124,-18.374928381052236,Signals aligned - high confidence
2004-01-02,HIGH,ALIGNED,4.963649038461539,1.413884,-32.122288347091576,-17.566724541828115,Signals aligned - high confidence
2004-01-05,HIGH,ALIGNED,4.9429423076923085,1.41051,-32.44759940524725,-17.75854710323226,Signals aligned - high confidence
2004-01-06,HIGH,ALIGNED,4.9127596153846165,1.404054,-32.58849024801348,-17.934003708024626,Signals aligned - high confidence
2004-01-07,HIGH,ALIGNED,4.891701923076924,1.399552,-32.87743799662894,-18.19714252982668,Signals aligned - high confidence
2004-01-08,HIGH,ALIGNED,4.881875000000001,1.397492,-32.26529022204908,-17.755788318959887,Signals aligned - high confidence
2004-01-09,HIGH,ALIGNED,4.3968461538461545,1.329278,-38.816175034186365,-22.434453606948047,Signals aligned - high confidence
2004-01-12,HIGH,ALIGNED,4.3968461538461545,1.3289,-38.63636363636363,-22.27164040821865,Signals aligned - high confidence
2004-01-13,HIGH,ALIGNED,4.21329326923077,1.300746,-41.19807993730408,-23.898714625884164,Signals aligned - high confidence
2004-01-14,HIGH,ALIGNED,4.137485576923078,1.288812,-42.250416380915055,-24.56956239282223,Signals aligned - high confidence
2004-01-15,HIGH,ALIGNED,3.9588461538461543,1.261852,-44.43349753694581,-25.863248064110543,Signals aligned - high confidence
2004-01-16,HIGH,ALIGNED,3.7840673076923084,1.23275,-46.517857142857146,-28.240123594053614,Signals aligned - high confidence
2004-01-19,HIGH,ALIGNED,3.7542355769230777,1.2285,-46.939484126984134,-28.472448646886207,Signals aligned - high confidence
2004-01-20,HIGH,ALIGNED,3.7489711538461545,1.224044,-46.630027479390456,-28.416721346372253,Signals aligned - high confidence
2004-01-21,HIGH,ALIGNED,3.744057692307693,1.21795,-46.29210089110406,-28.437463644386575,Signals aligned - high confidence
2004-01-22,HIGH,ALIGNED,3.6640384615384622,1.204812,-46.98623876504342,-28.837273587480016,Signals aligned - high confidence
2004-01-23,HIGH,ALIGNED,3.65666826923077,1.20118,-46.088171375349276,-28.844431385744006,Signals aligned - high confidence
2004-01-26,HIGH,ALIGNED,3.6029711538461546,1.19051,-46.51732221932795,-29.201797860788293,Signals aligned - high confidence
2004-01-27,HIGH,ALIGNED,3.544009615384616,1.179458,-47.32669135673674,-29.808956922172346,Signals aligned - high confidence
2004-01-28,HIGH,ALIGNED,3.5071586538461546,1.172076,-47.79269630635808,-30.185948271856876,Signals aligned - high confidence
2004-01-29,HIGH,ALIGNED,3.4959278846153854,1.168352,-47.293507592994345,-29.902553106217233,Signals aligned - high confidence
