date,opposition_score,uncertainty_score,composite_chop
2013-10-28,0.479067927993411,0.49000000000000005,0.4834407567960466
2013-10-29,0.48014334257252933,0.33166666666666667,0.4207526722101843
2013-10-30,0.4751348046054253,0.5066666666666666,0.4877475494299218
2013-10-31,0.4700773493182787,0.23333333333333334,0.37537974292430054
2013-11-01,0.47003979776033566,0.48333333333333334,0.47535721198953473
2013-11-04,0.4764128040082233,0.3866666666666667,0.4405143490716007
2013-11-05,0.4996861769153753,0.3566666666666667,0.44247837281589186
2013-11-06,0.4947478991229698,0.2566666666666667,0.39951540614044856
2013-11-07,0.5154191215039363,0.37666666666666665,0.45991813956902844
2013-11-08,0.516964419776722,0.3466666666666667,0.44884531853269993
2013-11-11,0.5323610134274419,0.37000000000000005,0.4674166080564652
2013-11-12,0.5275584812309454,0.43000000000000005,0.48853508873856727
2013-11-13,0.5182655429475604,0.4033333333333333,0.47229265910186957
2013-11-14,0.5136439853510772,0.39,0.46418639121064637
2013-11-15,0.5207724072465489,0.41000000000000003,0.47646344434792937
2013-11-18,0.5209039841984184,0.51,0.5152538158528038
2013-11-19,0.5191341646907928,0.6,0.5218017283760144
2013-11-20,0.5150943010153126,0.6033333333333333,0.5198844582750549
2013-11-21,0.5170055201160266,0.4366666666666667,0.4789111233414378
2013-11-22,0.5008837497514791,0.39333333333333337,0.4578635831842208
2013-11-25,0.5013695982997614,0.4166666666666667,0.4674884256465235
2013-11-26,0.5080210666431026,0.3866666666666667,0.45947930665252823
2013-11-27,0.5086264477380404,0.2866666666666667,0.41984253530949095
2013-11-28,0.5048408386490861,0.22833333333333333,0.394237836522785
2013-11-29,0.5082755941919159,0.4966666666666667,0.5036320231818162
2013-12-02,0.49806048390727814,0.54,0.5148362903443668
2013-12-03,0.5028323784757864,0.64,0.5576994270854718
2013-12-04,0.49916662990745586,0.7733333333333334,0.6088333112778069
2013-12-05,0.5058469743227765,0.79,0.6195081845936659
2013-12-06,0.5071958567504091,0.6233333333333334,0.5536508473835788
2013-12-09,0.5084429613099731,0.45666666666666667,0.48773244345265054
2013-12-10,0.517257013318147,0.455,0.49235420799088825
2013-12-11,0.5172660270012006,0.53,0.5223596162007204
2013-12-12,0.5226592188434628,0.5583333333333333,0.5364859988807175
2013-12-13,0.5224586726597604,0.5066666666666667,0.47723430452122495
2013-12-16,0.5189247887310607,0.5266666666666666,0.44118942455562443
2013-12-17,0.517387135219696,0.5233333333333333,0.40348769027645903
2013-12-18,0.5178746343861281,0.38,0.34069733926339424
2013-12-19,0.5274427487147312,0.42333333333333334,0.40453898613600103
2013-12-20,0.5250898197015434,0.35500000000000004,0.4188049173454637
2013-12-23,0.5248007458408437,0.16166666666666665,0.37374474652111084
2013-12-24,0.5250474843499567,0.09333333333333334,0.3501746667111025
2013-12-25,0.525841918056656,0.09166666666666667,0.3521718175006603
2013-12-26,0.5232349965718552,0.05333333333333333,0.33527433127644646
2013-12-27,0.525316901293972,0.15,0.35075822967586634
2013-12-30,0.5233208530098424,0.49,0.44425092181126197
2013-12-31,0.5223915225082306,0.4466666666666666,0.4188403994594284
2014-01-01,0.5256898673199454,0.39166666666666666,0.393630731603447
2014-01-02,0.528633444679512,0.5316666666666666,0.4199240040332328
2014-01-03,0.5275692313541094,0.49,0.4384288556392733
2014-01-06,0.5224962286714406,0.5866666666666667,0.49876539167996153
2014-01-07,0.5262478269593652,0.44666666666666666,0.4575371020291781
2014-01-08,0.5291245680967498,0.44666666666666666,0.4658110650187952
2014-01-09,0.525431110958354,0.5066666666666667,0.4919669734970179
2014-01-10,0.518238052130017,0.3766666666666667,0.44287938650274494
2014-01-13,0.5174381205037437,0.6183333333333334,0.5577962056355796
2014-01-14,0.5210062555726862,0.42,0.4806037533436117
2014-01-15,0.5271106589445843,0.425,0.48626639536675054
2014-01-16,0.5277053272269749,0.525,0.5266231963361849
2014-01-17,0.5339358584678269,0.46666666666666673,0.5070281817473627
2014-01-20,0.5338802868005204,0.485,0.5143281720803122
2014-01-21,0.5371944372587233,0.5416666666666666,0.5389833290219006
2014-01-22,0.5398392484845953,0.5633333333333334,0.5492368824240905
2014-01-23,0.5253282425521283,0.7066666666666666,0.5978636121979436
2014-01-24,0.5296479710765057,0.72,0.6057887826459034
2014-01-27,0.5319629273928839,0.7966666666666666,0.5980265519690496
2014-01-28,0.5322525405193705,0.8999999999999999,0.5753631530503851
2014-01-29,0.5382503544306754,0.9533333333333334,0.5371582195923387
2014-01-30,0.5442906211926359,0.9433333333333334,0.49273539423424045
2014-01-31,0.5412378523542161,0.94,0.4905198979887707
2014-02-03,0.5289301812155307,0.98,0.49655067611052284
2014-02-04,0.5316293703641937,0.9833333333333333,0.49861766888629455
2014-02-05,0.5430211700783943,0.9766666666666667,0.5015355580995923
2014-02-06,0.5470217520081783,0.92,0.4873491358434348
2014-02-07,0.5424121559483877,0.85,0.4658131054983227
2014-02-10,0.5474281846059306,0.76,0.4947596760028579
2014-02-11,0.5467047456115128,0.7333333333333334,0.5194008478413963
2014-02-12,0.552812991686999,0.7166666666666667,0.5762576009744576
2014-02-13,0.5479038262818856,0.6566666666666667,0.5914089624357981
2014-02-14,0.5716658906952772,0.6366666666666667,0.597666201083833
2014-02-17,0.5734351856064286,0.5983333333333334,0.5833944446971905
2014-02-18,0.5711911386134657,0.6833333333333333,0.6160480165014128
2014-02-19,0.5647063955265689,0.7866666666666666,0.653490503982608
2014-02-20,0.5697460419051197,0.61,0.5858476251430718
2014-02-21,0.5683835640651425,0.45666666666666667,0.5236968051057521
2014-02-24,0.5627859146600119,0.37166666666666665,0.4863382154626738
2014-02-25,0.5538099927865678,0.3966666666666667,0.49095266233860735
2014-02-26,0.5557011117097885,0.5133333333333333,0.5387540003592064
2014-02-27,0.5277033426414506,0.67,0.5846220055848703
2014-02-28,0.5399835033943424,0.5866666666666667,0.5402712007182331
2014-03-03,0.5200462040847373,0.7233333333333334,0.5338971790657393
2014-03-04,0.5064410057416738,0.5066666666666667,0.45982287745932493
2014-03-05,0.5076004025070272,0.44666666666666666,0.4470321104927066
2014-03-06,0.5044255099477867,0.5733333333333334,0.5007563517384044
2014-03-07,0.5046143519795143,0.56,0.4410340505798182
2014-03-10,0.5104602373645225,0.44333333333333336,0.35269301369783596
2014-03-11,0.5104033046913561,0.5066666666666667,0.35623605463703617
2014-03-12,0.5126261919205243,0.5266666666666666,0.3627696672732868
2014-03-13,0.4933332918939056,0.6333333333333333,0.3845333159287737
2014-03-14,0.48928592132875104,0.6566666666666666,0.38936675362474205
2014-03-17,0.4890939615649387,0.6699999999999999,0.39301946385727415
2014-03-18,0.48945848168485284,0.6,0.37357256230763813
2014-03-19,0.4865329213932602,0.47,0.3359438269851693
2014-03-20,0.49343138956670585,0.6316666666666667,0.38410785028468314
2014-03-21,0.4953778035231524,0.76,0.42085867747972394
2014-03-24,0.49645315053760986,0.5266666666666666,0.3559769898924628
2014-03-25,0.4979352414471367,0.39,0.3183328014077974
2014-03-26,0.4969909260351729,0.48,0.36490454753815976
2014-03-27,0.4969999506409857,0.44666666666666666,0.4135327551250073
2014-03-28,0.4995524630505408,0.42333333333333334,0.4206827986982328
2014-03-31,0.5053456808774752,0.21333333333333332,0.35845432553547224
2014-04-01,0.5071096219132446,0.13,0.33661726323657315
2014-04-02,0.49683786029989424,0.10666666666666666,0.3245734615011037
2014-04-03,0.4953859547549497,0.18,0.3645185665475659
2014-04-04,0.502310593002324,0.20999999999999996,0.38538635580139435
2014-04-07,0.5035890282996707,0.52,0.5101534169798024
2014-04-08,0.5217238283409819,0.4833333333333333,0.5063676303379224
2014-04-09,0.5101112713851705,0.27666666666666667,0.416733429497769
2014-04-10,0.5109746934673559,0.53,0.5185848160804136
2014-04-11,0.5068653850313102,0.5066666666666667,0.5067858976854528
2014-04-14,0.5071730075621004,0.5866666666666667,0.5389704712039269
2014-04-15,0.5082834010836601,0.5166666666666666,0.5116367073168627
2014-04-16,0.5205424591021534,0.2766666666666666,0.42299214212795866
2014-04-17,0.522561880978323,0.15666666666666668,0.37620379525366043
2014-04-18,0.5204468673014816,0.045,0.330268120380889
2014-04-21,0.5206675599625795,0.08666666666666667,0.34706720264421437
2014-04-22,0.5215528219218526,0.07,0.34093169315311156
2014-04-23,0.52007241526528,0.09666666666666666,0.35071011582583467
2014-04-24,0.5104991014003165,0.17,0.3742994608401899
2014-04-25,0.5105635922484312,0.33999999999999997,0.4423381553490586
2014-04-28,0.5079890495389594,0.23666666666666666,0.3994600963900423
2014-04-29,0.5043206332806817,0.16666666666666669,0.3692590466350757
2014-04-30,0.49974409444658024,0.32,0.4278464566679481
2014-05-01,0.4992757804965512,0.265,0.4055654682979307
2014-05-02,0.4971669992633706,0.14333333333333334,0.3556335328913557
2014-05-05,0.49847309317936184,0.16666666666666669,0.36575052257428375
2014-05-06,0.4999071263762943,0.35333333333333333,0.44127760915910996
2014-05-07,0.5021192538340348,0.16333333333333333,0.3666048856337542
2014-05-08,0.5116304502035007,0.3433333333333334,0.4443116034554338
2014-05-09,0.543649912919107,0.2933333333333334,0.44352328108479755
2014-05-12,0.5424548314464097,0.24333333333333337,0.4228062322011792
2014-05-13,0.5427687254781417,0.30333333333333334,0.44699456862021836
2014-05-14,0.5493365190119729,0.17333333333333334,0.39893524474051706
2014-05-15,0.549821135313878,0.14,0.38589268118832676
2014-05-16,0.5504134959682292,0.10333333333333333,0.3715814309142708
2014-05-19,0.5528068345428206,0.04666666666666667,0.35035076739235904
2014-05-20,0.5590463509243284,0.13666666666666666,0.39009447722126367
2014-05-21,0.5566279113488102,0.06333333333333334,0.3593100801426194
2014-05-22,0.5653592425370204,0.20666666666666667,0.4218822121888789
2014-05-23,0.5516939400040602,0.13333333333333336,0.38434969733576946
2014-05-26,0.5725202879518496,0.195,0.42151217277110975
2014-05-27,0.5745803308301034,0.3433333333333334,0.4820815318313954
2014-05-28,0.5690672978289854,0.3933333333333333,0.4987737120307245
2014-05-29,0.5650414682779012,0.38,0.49102488096674074
2014-05-30,0.5575867716331591,0.043333333333333335,0.35188539631322874
2014-06-02,0.5586898167598384,0.38333333333333336,0.4885472233892364
2014-06-03,0.5514636792989958,0.2733333333333334,0.4402115409127308
2014-06-04,0.5528370870886783,0.30333333333333334,0.45303558558654033
2014-06-05,0.5665409236936099,0.12833333333333333,0.39125788754949925
2014-06-06,0.5748689742033746,0.27666666666666667,0.45558805118869145
2014-06-09,0.5636318822834874,0.39333333333333337,0.49551246270342575
2014-06-10,0.5587042816337757,0.39333333333333337,0.4925559023135988
2014-06-11,0.5646977297664824,0.3933333333333333,0.4918165183508062
2014-06-12,0.5577956231755574,0.5066666666666666,0.501670611047646
2014-06-13,0.5524225688429069,0.29333333333333333,0.39656961987730976
2014-06-16,0.5520023899126836,0.51,0.48692451306150597
2014-06-17,0.5505383255502303,0.4600000000000001,0.4920294236704454
2014-06-18,0.5515074430206448,0.30333333333333334,0.4522377991457202
2014-06-19,0.5279801983118465,0.02666666666666667,0.32745478565377456
2014-06-20,0.5279506720684812,0.2066666666666667,0.3994370699077554
2014-06-23,0.5276633961927024,0.25,0.4165980377156214
2014-06-24,0.5259858199926337,0.3616666666666667,0.4507563638900996
2014-06-25,0.5307835954673505,0.4600000000000001,0.465382247222527
2014-06-26,0.5323113041394624,0.16666666666666666,0.3323875116056708
2014-06-27,0.5326076693500872,0.2733333333333334,0.3450403321934878
2014-06-30,0.5377367688182557,0.3016666666666667,0.32422945568097605
2014-07-01,0.505930671955048,0.28833333333333333,0.2932242155544535
2014-07-02,0.49823510131763077,0.36000000000000004,0.31005874255340493
2014-07-03,0.4853330772019964,0.14333333333333334,0.24397322575817182
2014-07-04,0.481647479042207,0.10166666666666667,0.2307586078643936
2014-07-07,0.4825624567547446,0.2833333333333333,0.28200956517032605
2014-07-08,0.4787426596906584,0.39999999999999997,0.31307191707007653
2014-07-09,0.4680278452240543,0.42666666666666664,0.3160383616607695
2014-07-10,0.4672000045841943,0.53,0.3446240019253616
2014-07-11,0.46711567514182717,0.355,0.29558858355956735
2014-07-14,0.46155042530434726,0.4933333333333334,0.3319845119611592
2014-07-15,0.4594041222603847,0.6533333333333333,0.37588306468269495
2014-07-16,0.44943824235651497,0.3,0.2727640617897362
2014-07-17,0.44928121547260313,0.76,0.44845368541889286
2014-07-18,0.4507059977105122,0.45166666666666666,0.36375109610863243
2014-07-21,0.4537449033194417,0.74,0.4702979966923637
2014-07-22,0.4479626541492461,0.49333333333333335,0.40807195790565354
2014-07-23,0.45222028786815516,0.53,0.4480729242817287
2014-07-24,0.4518841204823714,0.53,0.4530244957501373
2014-07-25,0.4540470183966862,0.6900000000000001,0.5193085667951998
2014-07-28,0.4631796187756012,0.785,0.5703528738560154
2014-07-29,0.46247572833468675,0.61,0.521485437000812
2014-07-30,0.4629855627844218,0.6633333333333333,0.5431246710039864
2014-07-31,0.4595560254741812,0.9333333333333333,0.649066948617842
2014-08-01,0.3943765769407247,0.8933333333333333,0.5939592794977682
2014-08-04,0.39147335837900193,0.8466666666666667,0.5735506816940679
2014-08-05,0.38761458910040947,0.7033333333333334,0.5139020867935791
2014-08-06,0.39408651642629877,0.7666666666666666,0.5431185765224459
2014-08-07,0.3974122168028638,0.8733333333333333,0.5877806634150516
2014-08-08,0.4003890155694365,0.69,0.5162334093416618
2014-08-11,0.40033297691172276,0.5466666666666666,0.4588664528137003
2014-08-12,0.4004122584937815,0.6066666666666667,0.4804692140440407
2014-08-13,0.40233805926511723,0.74,0.4823076226923919
2014-08-14,0.3982947435077232,0.5166666666666666,0.35430377617623454
2014-08-15,0.40779906169610386,0.52,0.3197080500458426
2014-08-18,0.41740421534650557,0.5533333333333333,0.33206513843409385
2014-08-19,0.4182031596778817,0.5566666666666666,0.33156293993166475
2014-08-20,0.42820905896852024,0.51,0.3761472990035411
2014-08-21,0.4310360137804281,0.4,0.3815520774863295
2014-08-22,0.44025153997780775,0.42333333333333334,0.4071866879388221
2014-08-25,0.4432348562284404,0.3766666666666667,0.40140230058260495
2014-08-26,0.45459746616521296,0.44499999999999995,0.45075847969912775
2014-08-27,0.4461233972389347,0.30499999999999994,0.3896740383433608
2014-08-28,0.42705925940727996,0.6766666666666667,0.5269022223110347
2014-08-29,0.4214569767795112,0.615,0.4988741860677067
2014-09-01,0.42813318336099376,0.47,0.44487991001659627
2014-09-02,0.4218304587288893,0.6633333333333333,0.518431608570667
2014-09-03,0.42967339678011574,0.6566666666666667,0.5204707047347361
2014-09-04,0.4303292091964067,0.8300000000000001,0.5901975255178441
2014-09-05,0.4324027614562855,0.3566666666666667,0.402108323540438
2014-09-08,0.43642200366872813,0.5499999999999999,0.48185320220123684
2014-09-09,0.4347987729303736,0.66,0.5248792637582242
2014-09-10,0.43557729768176445,0.7233333333333334,0.5506797119423921
2014-09-11,0.4616902975434025,0.7933333333333333,0.5943475118593748
2014-09-12,0.46274843518956205,0.8,0.5868775962574351
2014-09-15,0.46390637796184353,0.9,0.5990489748237154
2014-09-16,0.448010619130984,0.7933333333333332,0.5861397048119237
2014-09-17,0.4470278565699852,0.7633333333333333,0.5735500472753245
2014-09-18,0.44537158722295167,0.5,0.467222952333771
2014-09-19,0.4737878427433573,0.5233333333333334,0.49360603897934774
2014-09-22,0.4582985754781281,0.8766666666666667,0.6256458119535435
2014-09-23,0.4620402793710815,0.7733333333333332,0.5865575009559822
2014-09-24,0.4529741936334348,0.73,0.5637845161800608
2014-09-25,0.4534431559159804,0.92,0.6333928767396901
2014-09-26,0.45424632005757837,0.8966666666666667,0.60986697463563
2014-09-29,0.455987488857874,0.9433333333333332,0.6444987145536439
2014-09-30,0.45632947847686955,0.95,0.6332038759142874
2014-10-01,0.4696085251554037,0.9633333333333333,0.6335831714903842
2014-10-02,0.46878647766682713,0.9033333333333333,0.5733337510155073
2014-10-03,0.4770294047553154,0.8400000000000001,0.5241057322911462
2014-10-06,0.47457752876549253,0.8366666666666667,0.566888486349509
2014-10-07,0.4745229873024995,0.9133333333333333,0.6359854298424932
2014-10-08,0.4709759379417925,0.49333333333333335,0.4797800132209133
2014-10-09,0.4698117091914834,0.92,0.6498870255148901
2014-10-10,0.4699161872898764,0.9266666666666666,0.6526163790405926
2014-10-13,0.46421497715844917,0.9166666666666666,0.6451956529617362
2014-10-14,0.4689710680710906,0.9366666666666666,0.656049307509321
2014-10-15,0.43811105673107886,0.9,0.6228666340386473
2014-10-16,0.431806192381703,0.95,0.6390837154290218
2014-10-17,0.432165356964433,0.8999999999999999,0.6192992141786597
2014-10-20,0.427987489843186,0.8166666666666667,0.5834591605725783
2014-10-21,0.44703161402302327,0.6699999999999999,0.5362189684138139
2014-10-22,0.4481873582926005,0.77,0.5769124149755603
2014-10-23,0.44750078034472673,0.6666666666666667,0.5351671348735028
2014-10-24,0.4544433362021618,0.6833333333333333,0.5459993350546304
2014-10-27,0.44767509896148233,0.5433333333333333,0.48593839271022277
2014-10-28,0.45407142508527465,0.37,0.42044285505116474
2014-10-29,0.4431075982633719,0.5866666666666667,0.5005312256246899
2014-10-30,0.4411385506164138,0.43,0.4366831303698483
2014-10-31,0.42461195845996347,0.6266666666666667,0.5054338417426447
2014-11-03,0.4228362860506558,0.6666666666666667,0.5203684382970601
2014-11-04,0.4243259887416519,0.47,0.44259559324499115
2014-11-05,0.4456681793132141,0.5433333333333333,0.4847342409212618
2014-11-06,0.45805989697600885,0.5433333333333334,0.4921692715189387
2014-11-07,0.4529053013515675,0.55,0.4917431808109405
2014-11-10,0.45231520504364814,0.3233333333333333,0.4007224563595222
2014-11-11,0.4533282423550149,0.31999999999999995,0.3999969454130089
2014-11-12,0.44962285917589073,0.4066666666666666,0.43244038217220104
2014-11-13,0.4463729161799542,0.41,0.43182374970797255
2014-11-14,0.4492239908054569,0.245,0.3675343944832741
2014-11-17,0.44985238936582284,0.3333333333333333,0.40324476695282707
2014-11-18,0.45414114161512553,0.35000000000000003,0.4124846849690753
2014-11-19,0.45385804385379763,0.4166666666666667,0.43898149297894523
2014-11-20,0.45266971865900907,0.26,0.37560183119540547
2014-11-21,0.43457061865947944,0.3866666666666667,0.4154090378623544
2014-11-24,0.4392538044646208,0.39333333333333337,0.42088561601210583
2014-11-25,0.43716816596415065,0.2833333333333333,0.37563423291182374
2014-11-26,0.45020590412295214,0.2933333333333334,0.38745687580710464
2014-11-27,0.4594489139892724,0.23833333333333334,0.37100268172689677
2014-11-28,0.4409137668381422,0.5333333333333333,0.4778815934362186
2014-12-01,0.44349335511992927,0.5033333333333334,0.4338962238623912
2014-12-02,0.4223002063597678,0.27666666666666667,0.29942131063979766
2014-12-03,0.41805463780152635,0.11333333333333334,0.21431411783170784
2014-12-04,0.4456469003094976,0.10666666666666666,0.22628704764493474
2014-12-05,0.44078938256017,0.25,0.2679622808463146
2014-12-08,0.45664836516712737,0.32666666666666666,0.28943838011809636
2014-12-09,0.46557007940452033,0.4183333333333333,0.3324395496041872
2014-12-10,0.4736979052622467,0.6533333333333333,0.4197320449837886
2014-12-11,0.47736466113540765,0.7366666666666667,0.45972004567426156
2014-12-12,0.47181568318138173,0.7633333333333334,0.5069404529458089
2014-12-15,0.47261775327133915,0.75,0.5045951841124118
2014-12-16,0.4789851960374949,0.6233333333333333,0.45303229630124664
2014-12-17,0.4743903260159734,0.6233333333333333,0.4411722267131156
2014-12-18,0.4748603235366983,0.58,0.4038240555816656
2014-12-19,0.4710760494299934,0.4933333333333333,0.384882478604562
2014-12-22,0.4711222924011025,0.4533333333333333,0.38038133062704343
2014-12-23,0.47700465881844495,0.47333333333333333,0.38729043460646223
2014-12-24,0.47299960276058134,0.54,0.39462117849314876
2014-12-25,0.47781490736071824,0.5383333333333333,0.38555518495091645
2014-12-26,0.4731805531596023,0.4766666666666667,0.35561026314215866
2014-12-29,0.47419178144392105,0.6833333333333333,0.40313109754615145
2014-12-30,0.47440479008431885,0.75,0.44773258932718685
2014-12-31,0.47559594476445405,0.8300000000000001,0.4958834449526801
2015-01-01,0.4761132490082318,0.8316666666666667,0.5167175097787193
2015-01-02,0.47630578706710314,0.85,0.5043895804489005
2015-01-05,0.4768921873043827,0.7566666666666667,0.4253453246096813
2015-01-06,0.47581687566498154,0.5766666666666667,0.36130975444595886
2015-01-07,0.49889264126363664,0.5766666666666667,0.371001575997394
2015-01-08,0.5103425004989913,0.5766666666666667,0.375810516876243
2015-01-09,0.5066563208599693,0.5933333333333334,0.37892898809452036
2015-01-12,0.5060689158562469,0.75,0.4225489446596238
2015-01-13,0.4992817353120811,0.5966666666666666,0.3767649954977407
2015-01-14,0.49593811709537505,0.6366666666666666,0.38656067584672416
2015-01-15,0.4963166505737858,0.9833333333333333,0.48378632657432336
2015-01-16,0.49602408492730554,0.95,0.47433011566946826
2015-01-19,0.49578373174975154,0.6749999999999999,0.39722916733489566
2015-01-20,0.49493673456780846,0.7366666666666667,0.4141400951851462
2015-01-21,0.5042204429547945,0.5966666666666667,0.3788392527076804
2015-01-22,0.5059539646059772,0.7,0.40850066513451033
2015-01-23,0.5110456086097435,0.7633333333333333,0.4283724889494256
2015-01-26,0.5111303221798706,0.3433333333333333,0.310808068648879
2015-01-27,0.4993589852661793,0.39666666666666667,0.3207974404784619
2015-01-28,0.49100779843730424,0.8533333333333334,0.4451566086770011
2015-01-29,0.4807161431864283,0.77,0.41750078013829983
2015-01-30,0.48147766209555654,0.95,0.4682206180801337
2015-02-02,0.4778749685479828,0.7366666666666666,0.40697415345681937
2015-02-03,0.48238855133180625,0.37333333333333335,0.3071365248926919
2015-02-04,0.48522872014988805,0.61,0.37555886478819916
2015-02-05,0.48059249725280717,0.6100000000000001,0.4239447904064961
2015-02-06,0.488973355111459,0.47,0.43819384393639094
2015-02-09,0.48898112258585813,0.58,0.5253886735515149
2015-02-10,0.48458258415403244,0.6633333333333333,0.5560828838257528
2015-02-11,0.4844656887714164,0.42333333333333334,0.46001274659618313
2015-02-12,0.48622010127885024,0.35333333333333333,0.4330653941006435
2015-02-13,0.4965129900502837,0.19,0.3739077940301702
2015-02-16,0.4983053053336334,0.505,0.5009831832001801
2015-02-17,0.5091347609102238,0.5766666666666667,0.536147523212801
2015-02-18,0.49806452546377183,0.55,0.5188387152782632
2015-02-19,0.4983475056946851,0.5433333333333333,0.5163418367501444
2015-02-20,0.5055843197004599,0.4566666666666667,0.48601725848694266
2015-02-23,0.5053364698614664,0.44,0.47920188191687985
2015-02-24,0.5181254544107511,0.26999999999999996,0.41887527264645064
2015-02-25,0.5193326266872851,0.32666666666666666,0.4422662426790377
2015-02-26,0.48880874137449504,0.38666666666666666,0.4479519114913637
2015-02-27,0.49408637911437436,0.33666666666666667,0.43111849413529124
2015-03-02,0.48480748858304223,0.33000000000000007,0.42288449314982535
2015-03-03,0.45897504583231347,0.30333333333333334,0.39671836083272144
2015-03-04,0.45299707555296376,0.38333333333333336,0.42513157866511164
2015-03-05,0.4525886052514062,0.27,0.37955316315084375
2015-03-06,0.4542892392671239,0.5333333333333333,0.4859068768936077
2015-03-09,0.46333678229923503,0.3716666666666667,0.4266687360462077
2015-03-10,0.45440329449544126,0.6466666666666667,0.5313086433639315
2015-03-11,0.4617470614004827,0.6166666666666667,0.5237149035069564
2015-03-12,0.4680591254601095,0.4833333333333334,0.4741688086093991
2015-03-13,0.4871628461915526,0.6666666666666667,0.5589643743815982
2015-03-16,0.5161291811412398,0.4033333333333333,0.47101084201807725
2015-03-17,0.5161911904147363,0.30333333333333334,0.4310480475821751
2015-03-18,0.5304910849531854,0.18333333333333335,0.3916279843052446
2015-03-19,0.5273245611684566,0.41666666666666663,0.4830614033677406
2015-03-20,0.5388855817936156,0.043333333333333335,0.34066468240950265
2015-03-23,0.5399960542369496,0.24000000000000002,0.4199976325421698
2015-03-24,0.5402097688187384,0.16999999999999998,0.39212586129124305
2015-03-25,0.5406990854770584,0.28,0.43641945128623505
2015-03-26,0.5403897482790643,0.40499999999999997,0.4862338489674386
2015-03-27,0.5411748805362082,0.2833333333333333,0.43803826165505827
2015-03-30,0.5256091708179899,0.17666666666666667,0.3860321691574606
2015-03-31,0.524615478405476,0.385,0.4687692870432856
2015-04-01,0.5269114427590733,0.3733333333333333,0.4654801989887773
2015-04-02,0.5220702996145521,0.24333333333333332,0.4105755131020646
2015-04-03,0.5147354713345652,0.23500000000000001,0.40284128280073916
2015-04-06,0.5151677015931799,0.29000000000000004,0.42510062095590795
2015-04-07,0.500082763205315,0.3,0.420049657923189
2015-04-08,0.5007417013476806,0.21,0.3844450208086084
2015-04-09,0.4820288826949439,0.29000000000000004,0.4052173296169663
2015-04-10,0.4816537703273315,0.22333333333333336,0.3783255955297322
2015-04-13,0.49450657370065715,0.32666666666666666,0.42737061088706096
2015-04-14,0.4910553422991192,0.16666666666666669,0.3612998720461382
2015-04-15,0.48423714957615016,0.13999999999999999,0.34654228974569007
2015-04-16,0.4919047944661842,0.22,0.38314287667971053
2015-04-17,0.4894037645450751,0.22666666666666666,0.38430892539371175
2015-04-20,0.4926272945624477,0.21666666666666667,0.3822430434041353
2015-04-21,0.5221289280683636,0.18666666666666668,0.3879440235076848
2015-04-22,0.5192051550517897,0.043333333333333335,0.3288564263644071
2015-04-23,0.5162882396142907,0.19666666666666668,0.38843961043524106
2015-04-24,0.516475052978988,0.07666666666666666,0.34055169845405947
2015-04-27,0.5243378374200682,0.22333333333333333,0.40393603578537424
2015-04-28,0.5122519774012906,0.03666666666666667,0.322017853107441
2015-04-29,0.5053889267005319,0.22333333333333333,0.39256668935365246
2015-04-30,0.5080156596041535,0.49,0.5008093957624922
2015-05-01,0.4972837218124355,0.32,0.41875086678665696
2015-05-04,0.49848432609283577,0.17666666666666667,0.327534098662518
2015-05-05,0.4887908790269081,0.3566666666666667,0.34353685952609825
2015-05-06,0.4856786722074722,0.5066666666666667,0.35376385007510375
2015-05-07,0.4925662038097818,0.6533333333333333,0.38981113893344166
2015-05-08,0.48989584292263744,0.10666666666666666,0.2356229206941744
2015-05-11,0.4894041367365359,0.3666666666666667,0.3082164040960117
2015-05-12,0.49091628603742565,0.2683333333333333,0.2813181734690521
2015-05-13,0.4857466976372573,0.38333333333333336,0.31134694634098137
2015-05-14,0.48512750799501264,0.19333333333333336,0.25788688669123866
2015-05-15,0.48099311176347637,0.17333333333333334,0.2505504402739934
2015-05-18,0.4819770048642561,0.18,0.25283034204298754
2015-05-19,0.4661046531718084,0.2416666666666667,0.2634306209988262
2015-05-20,0.4684395117444713,0.24333333333333335,0.2710164139372727
2015-05-21,0.4797416969361583,0.023333333333333334,0.24304227057449265
2015-05-22,0.4744857418413289,0.18000000000000002,0.30658507208916075
2015-05-25,0.47524197414193403,0.075,0.282262084824414
2015-05-26,0.47069148960387797,0.62,0.4717844125480738
2015-05-27,0.47324837362599836,0.43333333333333335,0.3974930087560709
2015-05-28,0.45993007237822825,0.4033333333333333,0.37245566559374693
2015-05-29,0.4577813228082165,0.5633333333333334,0.4013092389733639
2015-06-01,0.44810776621916654,0.6549999999999999,0.4034814813583461
2015-06-02,0.4493260281604504,0.5366666666666666,0.3655367093638359
2015-06-03,0.44371612055927634,0.37666666666666665,0.3091276117335226
2015-06-04,0.44218822787926065,0.7133333333333334,0.38545238904262286
2015-06-05,0.43336228749621947,0.78,0.40041216074841224
2015-06-08,0.42623276817045014,0.7283333333333333,0.3829510959649224
2015-06-09,0.4260307145692545,0.7566666666666666,0.3907995667857535
2015-06-10,0.4192423686033683,0.3533333333333333,0.29767959638742275
2015-06-11,0.41567503840033304,0.4600000000000001,0.3433792590042539
2015-06-12,0.4070921813075939,0.6833333333333333,0.4255947221804714
2015-06-15,0.4030829886540028,0.8133333333333334,0.4584162991355274
2015-06-16,0.4069162138134007,0.5366666666666666,0.3522991937721531
2015-06-17,0.4119117078645692,0.7466666666666666,0.3989303354959484
